store,address,Latitude,Longitude,tel
홈플러스 대전가오점,대전광역시 동구 은어송로 72,36.3069634,127.4579836,042-281-8000
홈플러스 동광주점,광주광역시 북구 동문대로 200,35.1794552,126.9304542,062-250-8000
홈플러스 동대문점,서울특별시 동대문구 천호대로 133,37.5745108,127.0387578,02-2173-8000
홈플러스 동대전점,대전광역시 동구 한밭대로 1282,36.3537971,127.4373712,042-608-8000
홈플러스 동래점,부산광역시 동래구 중앙대로 1523,35.2212587,129.0856203,051-559-8000
홈플러스 동수원점,경기도 수원시 팔달구 효원로 257,37.2627412,127.0301178,031-231-8000
홈플러스 동청주점,충청북도 청주시 청원구 충청대로 114 지하1층,36.6665479,127.4943746,043-290-8000
홈플러스 동촌점,대구광역시 동구 동촌로 127,35.8861564,128.6556698,053-559-2080
홈플러스 마산점,경상남도 창원시 마산회원구 삼호로 56,35.2226108,128.5857659,055-259-8000
홈플러스 면목점,서울특별시 중랑구 사가정로 332 (면목동),37.5808178,127.0798833,02-437-2080
홈플러스 목동점,서울특별시 양천구 목동서로 170,37.5302083,126.8732314,02-2644-2080
홈플러스 목포점,전라남도 목포시 영산로 313,34.8059169,126.3996951,061-241-8000
홈플러스 문경점,경상북도 문경시 모전로 65,36.5873247,128.1904469,054-559-8000
홈플러스 문화점,대전광역시 중구 계백로 1690,36.3203974,127.407634,042-226-2080
홈플러스 밀양점,경상남도 밀양시 점필재로 45,35.4889672,128.7407476,055-359-8000
홈플러스 방학점,서울특별시 도봉구 도봉로 678,37.6648183,127.0435994,02-912-2080
홈플러스 병점점,경기도 화성시 경기대로 985,37.2037172,127.0367495,031-283-2080
홈플러스 보령점,충청남도 보령시 명암1길 17,36.3439451,126.6139514,041-939-8000
홈플러스 부산감만점,부산광역시 남구 우암로 124,35.1216043,129.0822317,051-609-8000
홈플러스 부산반여점,부산광역시 해운대구 선수촌로21번길 37 (반여동),35.1964738,129.1157438,051-509-8000
홈플러스 부산연산점,부산광역시 연제구 연산동 105-1,35.1915763,129.089041,051-850-8000
홈플러스 부산정관점,부산광역시 기장군 정관면 정관5로 50,35.3230993,129.1763385,051-519-8200
홈플러스 부천상동점,경기도 부천시 원미구 길주로 118,37.5035125,126.7550458,032-650-8000
홈플러스 부천소사점,경기도 부천시 소사구 경인로 532,37.4848631,126.8142546,032-610-8000
홈플러스 부천여월점,경기도 부천시 오정구 소사로 663,37.5157838,126.8023814,032-680-8000
홈플러스 북수원점,경기도 수원시 장안구 경수대로 930,37.3027312,127.0087987,031-259-8000
홈플러스 분당오리점,경기도 성남시 분당구 구미동 159,37.3400065,127.1069645,031-884-2080
홈플러스 삼척점,강원도 삼척시 중앙로 258,37.4464129,129.1682996,033-571-8000
홈플러스 삼천포점,경상남도 사천시 중앙로 165,34.9404593,128.0799804,055-831-8000
홈플러스 상인점,대구광역시 달서구 월배로 183,35.8183052,128.5332096,053-380-8000
홈플러스 서귀포점,제주특별자치도 서귀포시 중앙로 180,33.2604879,126.5600101,064-731-8114
홈플러스 서대전점,대전광역시 유성구 대정로 23,36.3136886,127.3189679,042-540-8000
홈플러스 서면점,부산광역시 부산진구 동천로 4,35.1495471,129.0648567,051-644-2080
홈플러스 서부산점,부산광역시 사상구 광장로 7,35.1643625,128.9780222,051-319-8000
홈플러스 서수원점,경기도 수원시 권선구 금곡동 160,37.2741197,126.9546915,031-8019-1000
홈플러스 서울남현점,서울특별시 관악구 과천대로 909,37.471482,126.9826404,02-6948-8000
홈플러스 서울상봉점,서울특별시 중랑구 망우로 353,37.5977195,127.0932913,02-6922-8100
홈플러스 성서점,대구광역시 달서구 달구벌대로 1467,35.8494607,128.5274266,053-550-8000
홈플러스 세종점,세종특별자치시 절재로 154,36.5073954,127.2582255,044-715-8000
홈플러스 센텀시티점,부산광역시 해운대구 센텀동로 6,35.1709359,129.1337096,051-709-8000
홈플러스 송탄점,경기도 평택시 경기대로 1103,37.0449989,127.0595265,031-8053-8000
홈플러스 순천점,전라남도 순천시 신월큰길 10,34.9612098,127.5203199,061-729-8000
홈플러스 순천풍덕점,전라남도 순천시 팔마로 222,34.939919,127.5087775,061-746-2080
홈플러스 시화점,경기도 시흥시 희망공원로 269,37.3451537,126.7252272,031-310-8000
홈플러스 시흥점,서울특별시 금천구 시흥대로 201,37.4519767,126.900714,02-895-2080
홈플러스 신내점,서울특별시 중랑구 신내로 201,37.6157539,127.0937534,02-2024-8000
홈플러스 신도림점,서울특별시 구로구 경인로 661,37.5093957,126.8877258,02-2618-2080
홈플러스 아시아드점,부산광역시 연제구 종합운동장로 7,35.1913249,129.064287,051-500-8000
홈플러스 안동점,경상북도 안동시 경동로 656,36.5548968,128.7551302,054-840-8300
홈플러스 안산고잔점,경기도 안산시 단원구 광덕대로 175,37.3118792,126.828927,031-445-2080
홈플러스 안산선부점,경기도 안산시 단원구 삼일로 316,37.3337344,126.8125731,031-400-8000
홈플러스 안양점,경기도 안양시 동안구 엘에스로 92,37.3710995,126.9509572,031-459-2080
홈플러스 야탑점,경기도 성남시 분당구 성남대로925번길 16,37.4130682,127.1272313,031-705-2080
홈플러스 영도점,부산광역시 영도구 대교로14번길 57,35.0959061,129.0442397,051-419-8000
홈플러스 영등포점,서울특별시 영등포구 당산로 42,37.5181712,126.8959156,02-2165-8000
홈플러스 영주점,경상북도 영주시 대학로 29,36.8091234,128.6212585,054-630-8000
홈플러스 영통점,경기도 수원시 영통구 봉영로 1576,37.251781,127.0725948,031-201-8000
홈플러스 오산점,경기도 오산시 수청동 252,37.1701788,127.0615097,031-8077-8800
홈플러스 오창점,충청북도 청원군 오창읍 중심상업1로 8-11,36.7129571,127.4281238,043-249-8000
홈플러스 울산남구점,울산광역시 남구 수암로 148,35.5264357,129.3227174,052-270-8000
홈플러스 울산동구점,울산광역시 동구 방어진 순환도로 637,35.4989324,129.4274814,052-230-8000
홈플러스 울산북구점,울산광역시 북구 신답로 26,35.6301104,129.3448376,052-293-2080
홈플러스 울산점,울산광역시 중구 번영로 475,35.5644023,129.334889,052-290-8000
홈플러스 원주점,강원도 원주시 치악로 1489,37.2430762,128.0626989,033-769-8700
홈플러스 원천점,경기도 수원시 영통구 중부대로 437,37.2700194,127.0635891,031-252-2080
홈플러스 월곡점,서울특별시 성북구 화랑로 76,37.6017142,127.0404475,02-3669-8000
홈플러스 월드컵점,서울특별시 마포구 성산동 515 홈플러스월드컵점,37.5677584,126.8981147,02-312-2080
홈플러스 유성점,대전광역시 유성구 한밭대로 502,36.3584437,127.3542548,042-841-2080
홈플러스 의정부점,경기도 의정부시 청사로 38,37.7521309,127.0710005,031-850-8000
홈플러스 익산점,전라북도 익산시 무왕로 1035,35.9592947,126.9671608,063-859-8000
홈플러스 인천논현점,인천광역시 남동구 청능대로 596,37.4004201,126.725561,032-455-8000
홈플러스 인천송도점,인천광역시 연수구 송도동 168-3,37.3839118,126.6438546,032-834-8543
홈플러스 인천숭의점,인천광역시 남구 석정로 51,37.4649629,126.6706778,032-719-2000
홈플러스 인천연수점,인천광역시 연수구 청능대로 210,37.4136276,126.6759721,032-430-8000
홈플러스 인천청라점,인천광역시 서구 중봉대로 587,37.5208488,126.6485304,032-723-8800
홈플러스 인하점,인천광역시 미추홀구 소성로 6,37.4470266,126.650843,032-763-2080
홈플러스 일산점,경기도 고양시 일산동구 중앙로 1275번길 64,37.6590106,126.7688507,031-925-2080
홈플러스 작전점,인천광역시 계양구 계양대로 27,37.5261357,126.7212508,032-540-8000
홈플러스 잠실점,서울특별시 송파구 올림픽로35가길 16,37.5213517,127.1026097,02-3468-8000
홈플러스 장림점,부산광역시 사하구 다대로 225,35.0822777,128.9782104,051-466-2080
홈플러스 전주완산점,전라북도 전주시 완산구 기린대로 170,35.8237098,127.1500613,063-263-2080
홈플러스 전주점,전라북도 전주시 덕진구 백제대로 771,35.8475063,127.1529005,063-249-8000
홈플러스 전주효자점,전라북도 전주시 완산구 용머리로 31,35.806564,127.1140752,063-281-8000
홈플러스 조치원점,세종특별자치시 조치원읍 허만석로 60,36.5863076,127.2977319,044-861-8100
홈플러스 죽도점,경상북도 포항시 북구 중흥로 328,36.0308229,129.3650762,054-288-8000
홈플러스 중계점,서울특별시 노원구 동일로 204가길 12,37.639815,127.0686402,02-986-2080
홈플러스 진접점,경기도 남양주시 진접읍 장현리 216-1,37.7215024,127.1887919,031-570-8000
홈플러스 진주점,경상남도 진주시 대신로 304,35.1875681,128.117722,055-771-8000
홈플러스 진해점,경상남도 창원시 진해구 충장로 356,35.1531941,128.6911787,055-540-8000
홈플러스 창원점,경상남도 창원시 의창구 창원대로 415,35.2340317,128.6436323,055-270-8000
홈플러스 천안신방점,충청남도 천안시 동남구 신촌1길 23,36.7871202,127.1205669,041-552-2080
홈플러스 천안점,충청남도 천안시 동남구 천안대로 574 (구성동),36.7991008,127.1655385,041-590-8000
홈플러스 청주성안점,충청북도 청주시 상당구 사직대로 346,36.6359802,127.4857896,043-259-2080
홈플러스 청주점,충청북도 청주시 흥덕구 서부로 1291,36.6153736,127.4422122,043-251-8000
홈플러스 춘천점,강원도 춘천시 김유정로 1840,37.8505752,127.7347271,033-269-8000
홈플러스 칠곡점,대구광역시 북구 동암로12길 8,35.944848,128.5559605,053-607-8000
홈플러스 킨텍스점,경기도 고양시 일산서구 호수로 817,37.6677307,126.7510438,031-960-7000
홈플러스 파주문산점,경기도 파주시 문산읍 방촌로 1759,37.869827,126.7855122,031-960-8000
홈플러스 파주운정점,경기도 파주시 청암로 17번길 17 (목동동927번지),37.7224357,126.7441741,031-8035-1300
홈플러스 평촌점,경기도 안양시 동안구 동안로 162,37.3934571,126.9511178,031-470-8000
홈플러스 평택안중점,경기도 평택시 안중읍 서동대로 1489,36.9901995,126.91638,031-8046-8200
홈플러스 포천송우점,경기도 포천시 소흘읍 솔모루로 9,37.8242646,127.1412717,031-540-7000
홈플러스 포항점,경상북도 포항시 남구 중흥로 77,36.0127506,129.348903,054-249-2080
홈플러스 합정점,서울특별시 마포구 양화로 45,37.5489656,126.9134767,02-6938-8800
홈플러스 해운대점,부산광역시 해운대구 해운대해변로 140,35.1584328,129.1464512,051-532-2080
홈플러스 화성동탄점,경기도 화성시 동탄중앙로 200,37.202769,127.0684906,031-8015-7000
홈플러스 화성향남점,경기도 화성시 향남읍 향남로 402,37.1306958,126.9218482,031-8059-8700
탑마트 영도봉래점,부산광역시 영도구 태종로 194,35.0942098,129.049444,051)418-2102~3
탑마트 진영점,경상남도 김해시 진영읍 진영로 221,35.3026702,128.7369281,055)345-0388~9
탑마트 금사점,부산광역시 금정구 공단서로 22 (강산병원 옆),35.2169752,129.1107829,051)527-2222
탑마트 통영점,경상남도 통영시 미수해안로 164-13 (봉평오거리 옆),34.8321573,128.4139597,055)648-8161~3
탑마트 진주점,경상남도 진주시 도동로 251,35.192582,128.1212981,055)762-2571~5
탑마트 사직점,부산광역시 동래구 사직북로33번길 34 (국민시장 내),35.198454,129.0589333,051)501-5810
탑마트 신평점,부산광역시 사하구 하신중앙로 210,35.0969785,128.9621297,051)293-8483~4
탑마트 신촌점,경상남도 밀양시 창밀로 3561,35.5046452,128.7381468,055)356-5535~6
탑마트 구산점,경상남도 김해시 구산로 50 (구산고 밑),35.248532,128.8741613,055)325-6283~4
탑마트 연제점,부산광역시 연제구 중앙대로 1174 구)피자헛 연산점 자리,35.1925,129.0805556,051)504-9551~2
탑마트 반여점,부산광역시 해운대구 선수촌로 119,35.2040857,129.1198596,051)525-0422
탑마트 고성점,경상남도 고성군 고성읍 성내로 28,34.9763143,128.312558,055)674-8131~2
탑마트 기장점,부산광역시 기장군 기장읍 대청로71번길 5 (기장병원 옆),35.237127,129.2174446,051)722-1001
탑마트 감만점,부산광역시 남구 홍곡로 3 (감만상가아파트 지하),35.1163155,129.0817636,051)635-8580
탑마트 삼천포점,경상남도 사천시 새시장길 19 (삼천포종합시장 내),34.9321768,128.079158,055)835-4115~7
탑마트 화명점,부산광역시 북구 금곡대로 270 (대림아파트상가 지하),35.231229,129.0155998,051)363-5332
탑마트 삼문점,경상남도 밀양시 삼문중앙로 13 (삼문동 주민센터 옆),35.4841191,128.7537941,055)353-2220
탑마트 경주동부점,경상북도 경주시 중앙로 60,35.8453254,129.2119898,054-749-2007
탑마트 다대점,부산광역시 사하구 다대로554번길 7,35.056924,128.970333,"051)262-3072,9"
탑마트 마산점,경상남도 창원시 마산합포구 오동동14길 29 (기산아파트 1층),35.2052561,128.5808397,055)222-9206~7
탑마트 김해점,경상남도 김해시 가락로 83,35.2341686,128.8812075,055)336-6847
탑마트 양산북부점,경상남도 양산시 북안북7길 28 (양산중학교 옆),35.350134,129.042281,055)384-4991~2
탑마트 언양점,울산광역시 울주군 언양읍 헌양길 117,35.5655308,129.1193619,052)264-0244
탑마트 당리점,부산광역시 사하구 낙동대로 353 (에디스 여성병원 옆),35.1014992,128.9778828,051)291-0035
탑마트 사천점,경상남도 사천시 정동면 옥산로 38,35.0790548,128.087309,055)852-5988
탑마트 신다대점,부산광역시 사하구 다송로 58 (롯데캐슬블루 앞),35.0649311,128.9808857,051)266-8255~6
탑마트 양산범어점,경상남도 양산시 물금읍 황산로 653,35.3303494,129.0047106,055)385-9030
탑마트 해운대점,부산광역시 해운대구 좌동로 38,35.1689104,129.1711377,051)704-9009
탑마트 기장서부점,부산광역시 기장군 기장읍 읍내로 49 (서부주공아파트 앞),35.2441605,129.2095439,051)724-2828
탑마트 진주주약점,경상남도 진주시 진주대로 784 (촉석골프랜드 옆),35.1717662,128.0959941,055)762-7557
탑마트 삼방점,경상남도 김해시 활천로255번길 16,35.2441413,128.9074768,055)324-6272
탑마트 반송점,부산광역시 해운대구 윗반송로 8,35.2296834,129.1505594,051)545-3217
탑마트 포항유강점,경상북도 포항시 남구 연일읍 유강길9번길 35,36.0033948,129.316056,054)272-8300
탑마트 경주황성점,경상북도 경주시 용담로104번길 25 (현대1차 후문 앞),35.8664878,129.2110431,054)744-5588
탑마트 울산화봉점,울산광역시 북구 화봉로 79 (화봉파출소 옆),35.5886227,129.3681305,052)288-3877
탑마트 울산남창점,울산광역시 울주군 온양읍 연안2길 7 (상아1차 앞),35.4094757,129.2821159,052)237-6633
탑마트 양산북정점,경상남도 양산시 삼성5길 11-12,35.3566832,129.0413971,055)363-4477
탑마트 김해삼계점,경상남도 김해시 삼계중앙로 12 (장신대역 옆),35.259728,128.8673265,055)333-3553
탑마트 남부민점,부산광역시 서구 충무대로 246,35.0926611,129.0244828,051)244-1221
탑마트 마산호계점,경상남도 창원시 마산회원구 내서읍 호계안길 97 (동서병원 옆),35.2587757,128.5218685,055)231-0031
탑마트 울산천상점,울산광역시 울주군 범서읍 천상길 34,35.5615484,129.2276439,052)212-9889
탑마트 진해점,경상남도 창원시 진해구 충장로523번길 7 (동진여중 밑),35.1430155,128.7021315,055)544-2662
탑마트 장승포점,경상남도 거제시 신부로 42-15,34.8710643,128.7304181,055)682-5485~6
탑마트 포항우현점,경상북도 포항시 북구 중앙로419번길 29,36.0500666,129.359066,054)232-5201
탑마트 밀양가곡점,경상남도 밀양시 가곡7길 24 (밀양한전 옆),35.4737386,128.7655954,055)356-2001
탑마트 김해외동점,경상남도 김해시 분성로 104 (중앙병원 옆),35.2305547,128.858284,055)339-5900
탑마트 장림점,부산광역시 사하구 다대로 296 (신장림역 3번출구),35.0758798,128.9762832,051)262-1991
탑마트 영도동삼점,부산광역시 영도구 동삼로 56,35.0783481,129.070773,051)405-8000
탑마트 구포점,부산광역시 북구 백양대로 1052 (맥도날드 구남점 맞은편),35.1989413,128.9971872,051)331-3000
탑마트 포항죽도점,경상북도 포항시 북구 죽도로 90,36.032985,129.3702896,054)281-4800
탑마트 창원반지점,경상남도 창원시 성산구 창원천로 292 (대동그린코아상가),35.2452893,128.6697888,055)276-8600
탑마트 통영죽림점,경상남도 통영시 광도면 신죽1길 18 (죽림초 앞),34.8766157,128.4154678,055)643-5112
탑마트 진주호탄점,경상남도 진주시 동부로 73 (경남정보고 맞은편),35.1618691,128.1149155,055)762-2442
탑마트 창원동읍점,경상남도 창원시 의창구 동읍 동읍로 1-10,35.2776345,128.6833987,055)255-0707
탑마트 안강점,경상북도 경주시 안강읍 비화동길 41,35.9885536,129.2256744,054)761-3113
탑마트 현풍점,대구광역시 달성군 현풍읍 현풍로 10길 74,35.6930745,128.4449876,053)617-7557
탑마트 온천점,부산광역시 동래구 아시아드대로 215,35.2034664,129.066253,051)504-8100
탑마트 창녕점,경상남도 창녕군 창녕읍 술정동탑길 4,35.5377104,128.495966,055)533-4664
탑마트 포항문덕점,경상북도 포항시 남구 오천읍 원동로 33 (원동초 후문 앞),35.9663618,129.4020101,054)291-8899
탑마트 감천점,부산광역시 사하구 감천로 29,35.0918859,128.9961411,051)202-3555
탑마트 청도점,경상북도 청도군 청도읍 고수동4길 7-11,35.6424951,128.7456357,054)373-8223
탑마트 진주금산점,경상남도 진주시 금산면 금산순환로 36,35.2172349,128.1482959,055)755-6336
탑마트 영천점,경상북도 영천시 동부로 64 (참편한요양병원 옆),35.9761557,128.9481168,054)336-6767
탑마트 서대신점,부산광역시 서구 대영로 5 (서대신역 4번출구),35.110912,129.012058,051)255-0022
탑마트 울산구영점,울산광역시 울주군 범서읍 점촌5길 6 (울주경찰서 뒤),35.5699881,129.2423486,052)244-6606
탑마트 초량점,"부산광역시 동구 초량로13번길 53 (구, 남선창고)",35.1167718,129.0395023,051)466-2112
탑마트 마산석전점,경상남도 창원시 마산회원구 양덕옛2길 13 (우성아파트 앞),35.2290836,128.576413,055)255-3223
탑마트 남산점,부산광역시 금정구 금샘로 456(남산동) (남산성당 옆),35.2636583,129.0854251,051)515-9696
탑마트 뉴창원점,경상남도 창원시 의창구 사화로17번길 3 (창원역 맞은편),35.2575081,128.6094808,055)299-1991
탑마트 정관점,부산광역시 기장군 정관면 산단1로 133 (삼성자동차서비스 옆),35.3147386,129.1781594,051)727-5766
탑마트 진주충무공점,경상남도 진주시 에나로 128번길 28 (LH본사 정문사거리 앞),35.1778697,128.1472593,055-742-1260
탑마트 장유관동점,경상남도 김해시 덕정로 85,35.1798776,128.7946888,055-337-6133
탑마트 서진주점,경상남도 진주시 새평거로 136 (평거동 921),35.1813916,128.0697983,055)743-6300
탑마트 대구점,대구광역시 중구 중앙대로 66길 20 (효성해링턴 지하),35.8620735,128.5946855,053)251-5000
탑마트 물금역점,"경상남도 양산시 물금읍 물금중앙길 18 (구, 물금시장)",35.3099263,128.984952,055-387-3008
탑마트 경주용강점,경상북도 경주시 산업로 4348 (용강동),35.8705357,129.2319394,054)744-5501~2
탑마트 부곡점,부산광역시 금정구 부곡동 79 (부곡동 333-1),35.2231405,129.0905653,051)583-1501~2
